titel,authorLabel,date,langLabel,publisherLabel,genres,part_of_a_series
The Brave Cowboy,Edward Abbey,1956-01-01T00:00:00Z,English,"Dodd, Mead & Co.",Western novel,N
Alphabet of Dreams,Susan Fletcher,2006-08-22T00:00:00Z,English,,fantasy,N
Subspace Encounter,Edward Elmer Smith,1983-01-01T00:00:00Z,English,,science fiction,N
"The Book of the New Sun, Vols. I & II",Gene Wolfe,1983-01-01T00:00:00Z,English,Sidgwick & Jackson,science fiction,Y
Summer of Love,Lisa Mason,1994-01-01T00:00:00Z,English,,science fiction,N
The City of Mirrors,Justin Cronin,2016-05-24T00:00:00Z,English,Ballantine Books,"post-apocalyptic fiction, horror fiction",Y
The Weapon,Michael Z. Williamson,2005-01-01T00:00:00Z,English,Baen Books,science fiction,N
Freedom for the Thought That We Hate,Anthony Lewis,2007-01-01T00:00:00Z,English,Basic Books,non-fiction,N
North Amerikkkan Blues,Evan X Hyde,1971-01-01T00:00:00Z,English,Society of St. Pius X,autobiography,N
Fragile,Lisa Unger,2010-01-01T00:00:00Z,English,,crime fiction,N
Marilyn: Norma Jean,Gloria Steinem,1988-01-01T00:00:00Z,English,Henry Holt and Company,non-fiction,N
Letters to My Palestinian Neighbor,Yossi Klein Halevi,2018-05-15T00:00:00Z,English,Harper,non-fiction,N
The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,2001-01-01T00:00:00Z,English,Victor Gollancz Ltd,science fiction,N
Goliath,Scott Westerfeld,2011-09-20T00:00:00Z,English,,"young adult novel, steampunk novel",Y
Naked Came the Phoenix,Marcia Talley,2001-08-15T00:00:00Z,English,St. Martin's Press,mystery fiction,N
Working Classics,Nicholas Coles,1990-09-01T00:00:00Z,English,University of Illinois Press,poetry,N
The Death of Captain Future,Allen Steele,1995-10-01T00:00:00Z,English,,novella,N
The Scottish Prisoner,Diana Gabaldon,2011-01-01T00:00:00Z,English,Dell Publishing,"LGBT literature, historical fiction",N
Essential Teachings,His Holiness the Dalai Lama 14 Tendzin Gyatso,1995-01-01T00:00:00Z,English,North Atlantic Books,essay,N
Murder in the Submarine Zone,John Dickson Carr,1940-01-01T00:00:00Z,English,William Morrow and Company,"mystery fiction, detective fiction",Y
Then There Were Five,Elizabeth Enright,1944-01-01T00:00:00Z,English,Farrar & Rinehart,children's novel,N
What They Did to Princess Paragon,Robert Rodi,1994-05-01T00:00:00Z,English,Dutton,"LGBT literature, comedy",N
The Dead of the Night,John Marsden,1994-01-01T00:00:00Z,English,Macmillan Publishers,"adventure fiction, action fiction",Y
The Star of Khorala,Björn Nyberg,1978-08-01T00:00:00Z,English,,sword and sorcery,N
First and Only,Dan Abnett,1999-08-01T00:00:00Z,English,Black Library,military science fiction novel,Y
The Ancient,R. A. Salvatore,2008-01-01T00:00:00Z,English,,fantasy,Y
Yellow Star,Jennifer Roy,2006-01-01T00:00:00Z,English,Marshall Cavendish,"children's novel, biographical novel, verse novel",N
The Crocodile Bird,Ruth Rendell,1993-09-02T00:00:00Z,English,Doubleday,"mystery fiction, crime fiction",N
Zones,Damien Broderick,1997-01-01T00:00:00Z,English,,science fiction,N
Monsieur,Lawrence Durrell,1974-01-01T00:00:00Z,English,Viking Press,LGBT literature,Y
Unfettered,Michael J. Sullivan,2013-06-21T00:00:00Z,English,Grim Oak Press,fantasy,N
The Thing in the Crypt,Lin Carter,1967-01-01T00:00:00Z,English,,sword and sorcery,N
The English Assassin: A Romance of Entropy,Michael Moorcock,1972-01-01T00:00:00Z,English,Allison & Busby,literary fiction,Y
The Goal,Eliyahu M. Goldratt,1985-01-01T00:00:00Z,English,,business fable,N
Conan the Renegade,Leonard Carpenter,1986-04-01T00:00:00Z,English,,sword and sorcery,N
"The Girl, the Gold Watch & Everything",John D. MacDonald,1962-01-01T00:00:00Z,English,Gold Medal Books,science fiction,N
Death on the Nile,Agatha Christie,1937-11-01T00:00:00Z,English,Collins Crime Club,"crime fiction, detective fiction",N
N-Space,Larry Niven,1990-01-01T00:00:00Z,English,Tor Books,science fiction,N
Unfinished Business: Women Men Work Family,Anne-Marie Slaughter,2015-01-01T00:00:00Z,English,Random House,non-fiction,N
The Hipster Handbook,Robert Lanham,2003-01-01T00:00:00Z,English,Random House,humour,N
Anthony Burgess: A Life,Roger Lewis,2002-01-01T00:00:00Z,English,,biography,N
Shadow Moon,George Lucas,1995-01-01T00:00:00Z,English,Bantam Spectra,fantasy,Y
The Circle,Dave Eggers,2013-10-08T00:00:00Z,English,McSweeney's,"dystopia, science fiction",N
No Treason,Lysander Spooner,1867-01-01T00:00:00Z,English,,anarchism,N
The Adventure of the Yellow Face,Arthur Conan Doyle,1893-01-01T00:00:00Z,English,,"crime fiction, detective fiction",Y
American Massacre,Sally Denton,2004-09-14T00:00:00Z,English,Vintage Books,non-fiction,N
Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,M. J. Simpson,1988-01-01T00:00:00Z,English,Simon & Schuster,non-fiction,N
Poems for Midnight,Donald Wandrei,1964-01-01T00:00:00Z,English,Arkham House,poetry,N
The Angels Weep,Wilbur Smith,1982-01-01T00:00:00Z,English,Heinemann,historical fiction,Y
Genesis,Poul Anderson,2000-01-01T00:00:00Z,English,,science fiction,N
Tool of the Trade,Joe Haldeman,1987-01-01T00:00:00Z,English,,"espionage novel, science fiction",N
Earth (The Book),Wyatt Cenac,2010-09-01T00:00:00Z,English,,humour,N
Pet Sematary,Stephen King,2007-11-14T00:00:00Z,English,Doubleday,horror fiction,N
13,Kelley Armstrong,2012-01-01T00:00:00Z,English,Orbit Books,fantasy literature,Y
"Out of sight : the rise of African American popular music, 1889-1895",Lynn Abbott,2003-01-01T00:00:00Z,English,,non-fiction,N
Zodiac,Robert Graysmith,1986-01-01T00:00:00Z,English,St. Martin's Press,"true crime, non-fiction",N
The Gutting of Couffignal,Dashiell Hammett,1925-01-01T00:00:00Z,English,,detective fiction,N
Footprints on Sand,L. Sprague de Camp,1981-01-01T00:00:00Z,English,Advent:Publishers,"fantasy, essay, science fiction, poetry",N
Science-Fantasy Quintette,L. Ron Hubbard,1953-01-01T00:00:00Z,English,"Fantasy Publishing Company, Inc.",science fiction,N
Unfettered,Todd Lockwood,2013-06-21T00:00:00Z,English,Orbit Books,fantasy,N
The Ghost,Danielle Steel,1997-01-01T00:00:00Z,English,,romantic fiction,N
Murder In The Calais Coach,Agatha Christie,1111-01-08T00:00:00Z,English,Collins Crime Club,detective fiction,N
Griftopia,Matt Taibbi,2010-01-01T00:00:00Z,English,Spiegel & Grau,non-fiction,N
Dæmonomania,John Crowley,2000-08-01T00:00:00Z,English,Bantam Books,fantasy,Y
Odd Thomas: You Are Destined to Be Together Forever,Dean Koontz,2014-12-09T00:00:00Z,English,Bantam Books,thriller,N
Assignment Nor'Dyren,Sydney J. Van Scyoc,1973-01-01T00:00:00Z,English,,science fiction,N
Multipliers: How the Best Leaders Make Everyone Smarter,Liz Wiseman,2010-01-01T00:00:00Z,English,HarperCollins,non-fiction,N
Belgarath the Sorcerer,David Eddings,1995-01-01T00:00:00Z,English,Del Rey Books,"high fantasy, fantasy",N
The Year's Best Fantasy Stories: 3,Lin Carter,1977-01-01T00:00:00Z,English,DAW Books,fantasy,Y
The Sittaford Mystery,Agatha Christie,1931-01-01T00:00:00Z,English,"Dodd, Mead & Co.","mystery fiction, crime fiction, detective fiction",N
The Rise of Scourge,Erin Hunter,2008-06-24T00:00:00Z,English,OLMA Media Group,fantasy,Y
Coniston,Winston Churchill,1906-06-01T00:00:00Z,English,Macmillan Publishers,historical fiction,N
The Dragnet Solar Pons et al.,August Derleth,2011-01-01T00:00:00Z,English,Battered Silicon Dispatch Box,detective fiction,N
Wanderings and excursions in South Wales; including the scenery of the River Wye,Thomas Roscoe,1837-01-01T00:00:00Z,English,Wrightson & Webb,travel literature,N
I Capture the Castle,Dodie Smith,1948-01-01T00:00:00Z,English,"Little, Brown and Company","romantic fiction, Bildungsroman, comedy",N
Lincoln in the Bardo,George Saunders,2017-02-14T00:00:00Z,English,Random House,historical fiction,N
Sliver of Truth,Lisa Unger,2007-01-01T00:00:00Z,English,,crime fiction,N
Emeka,Frederick Forsyth,1982-01-01T00:00:00Z,English,,biography,N
The Chilling Stars,Nigel Calder,2003-01-01T00:00:00Z,English,,non-fiction,N
Star Wars: From the Adventures of Luke Skywalker,Alan Dean Foster,1976-11-12T00:00:00Z,English,Ballantine,"science fiction, novelization",Y
"The Astonishing Life of Octavian Nothing, Traitor to the Nation, Volume I: The Pox Party",Matthew Tobin Anderson,2006-09-12T00:00:00Z,English,Candlewick Press,historical fiction,N
City of Saints and Madmen,Jeff VanderMeer,2001-01-01T00:00:00Z,English,,fantasy literature,N
"The Italian Followers of Caravaggio, Volume II",Alfred Moir,1967-01-01T00:00:00Z,English,,biography,N
Atlanta Nights,Peter Heck,2004-01-01T00:00:00Z,English,"Lulu Press, Inc.",parody,N
The Long Cosmos,Terry Pratchett,2016-06-30T00:00:00Z,English,Penguin Random House,science fiction,Y
The New Turkey,Chris Morris,2005-09-05T00:00:00Z,English,,politics of Turkey,N
I Married Wyatt Earp,Glenn Boyer,1976-01-01T00:00:00Z,English,University of Arizona,memoir,N
Lord Oakburn's Daughters,Ellen Wood,1864-03-19T00:00:00Z,English,,sensation fiction,N
Evolution: The Story of Life,Douglas Palmer,2009-11-09T00:00:00Z,English,University of California Press,nature,N
Goblins in the Castle,Bruce Coville,1992-01-01T00:00:00Z,English,Pocket Books,fantasy,N
How Nonviolence Protects the State,Peter Gelderloos,2005-01-01T00:00:00Z,English,,essay,N
Elantris,Brandon Sanderson,2005-04-21T00:00:00Z,English,Tor Books,fantasy,N
People of the Lakes,W. Michael Gear,1995-06-01T00:00:00Z,English,,historical fiction,Y
Shriek: An Afterword,Jeff VanderMeer,2006-01-01T00:00:00Z,English,,speculative fiction,N
True Singapore Ghost Stories,Russell Lee,1989-01-01T00:00:00Z,English,,ghost story,N
K-PAX IV: A New Visitor from the Constellation Lyra,Gene Brewer,2007-03-01T00:00:00Z,English,Xlibris,"fantasy literature, science fiction",N
Of the City of the Saved...,Philip Purser-Hallard,2004-01-01T00:00:00Z,English,Mad Norwegian Press,science fiction,Y
National Lampoon The Best of No. 4,Edward Gorey,1972-01-01T00:00:00Z,English,,"parody, anthology",N
Red Metal,Mark Greaney,2019-07-16T00:00:00Z,English,,"military fiction, techno-thriller, thriller",N
The Rise of the Black Wolf,J. S. Lewis,2007-01-01T00:00:00Z,English,Orchard Books,"fantasy, action fiction, adventure fiction, science fiction",Y
The Lucifer Effect,Philip Zimbardo,2007-01-01T00:00:00Z,English,Random House,popular science literature,N
Song of the Sparrow,Lisa Ann Sandell,2007-05-01T00:00:00Z,English,Scholastic Corporation,historical fiction,N
The Modern Corporation and Private Property,Gardiner Means,1932-01-01T00:00:00Z,English,Transaction Publishers,non-fiction,N
The Straight Mind and Other Essays,Monique Wittig,1992-01-01T00:00:00Z,English,Beacon Press,LGBT literature,N
Gordon R. Dickson's SF Best,Gordon R. Dickson,1978-01-01T00:00:00Z,English,Dell Publishing,science fiction,N
Origins of the Fifth Amendment,Leonard Levy,1968-01-01T00:00:00Z,English,Oxford University Press,history,N
The Rainbow Cubby House,Brenna Harding,2005-01-01T00:00:00Z,English,,LGBT literature,N
Hunters of the Dusk,Darren O'Shaughnessy,2004-05-04T00:00:00Z,English,"Little, Brown and Company",vampire literature,Y
The Sundering,Walter Jon Williams,2004-01-01T00:00:00Z,English,,science fiction,N
Nog,Rudy Wurlitzer,1968-01-01T00:00:00Z,English,Random House,psychedelic literature,N
Decoded,Jay-Z,2010-11-16T00:00:00Z,English,,"non-fiction, autobiography",N
Aurora,Kim Stanley Robinson,2015-07-07T00:00:00Z,English,,science fiction,N
Isaac Asimov Presents The Great SF Stories 8,Theodore Sturgeon,1982-01-01T00:00:00Z,English,DAW Books,science fiction,Y
Do Not Say We Have Nothing,Madeleine Thien,2016-01-01T00:00:00Z,English,Granta,fiction,N
Goddesses,Linda Nagata,2000-05-07T00:00:00Z,English,,science fiction,N
Wolf Captured,Jane Lindskold,2004-01-01T00:00:00Z,English,Tor Books,fantasy,N
The Return of Lanny Budd,Upton Sinclair,1953-01-01T00:00:00Z,English,Viking Press,historical fiction,N
Strange Wine,Harlan Ellison,1978-01-01T00:00:00Z,English,,speculative fiction,N
The Cosmic Connection,Carl Sagan,1973-01-01T00:00:00Z,English,,essay,N
Middlegame,Seanan McGuire,2019-05-07T00:00:00Z,English,,fantasy,N
Eyes of the Emperor,Graham Salisbury,2005-01-01T00:00:00Z,English,,historical fiction,N
Ender in Exile,Orson Scott Card,2008-01-01T00:00:00Z,English,Tor Books,science fiction,Y
Atheist Delusions,David Bentley Hart,2009-04-21T00:00:00Z,English,Yale University Press,"historical non-fiction, non-fiction",N
Conquering Horse,Frederick Manfred,1959-01-01T00:00:00Z,English,,"historical fiction, Western novel",Y
A Witch Shall be Born,Robert E. Howard,1934-12-01T00:00:00Z,English,,sword and sorcery,N
The Antiquary,Walter Scott,1816-01-01T00:00:00Z,English,Longman,"historical fiction, gothic fiction",Y
"Albina, a Tragedy",Hannah Cowley,1779-01-01T00:00:00Z,English,,tragedy,N
Rupetta,Nicole Bourke,2013-01-01T00:00:00Z,English,,science fiction,N
Man Seeks God,Eric Weiner,2011-12-01T00:00:00Z,English,Hachette,non-fiction,N
Dave at Night,Gail Carson Levine,1999-01-01T00:00:00Z,English,HarperCollins,"young adult novel, historical fiction",N
Earth (The Book),Daniel Radosh,2010-09-01T00:00:00Z,English,,humour,N
The Eyes of Darkness,Dean Koontz,1981-01-01T00:00:00Z,English,Berkley Books,"horror fiction, suspense",N
Sky Pirates of Callisto,Lin Carter,1973-01-01T00:00:00Z,English,Dell Publishing,"fantasy, science fantasy",Y
The Menacers,Donald Hamilton,1968-01-01T00:00:00Z,English,Fawcett Publications,espionage novel,Y
The Mysteries of Udolpho,Ann Radcliffe,1794-05-08T00:00:00Z,English,,"fantasy, gothic fiction, romantic fiction, horror fiction, thriller",N
Mahomet and His Successors,Washington Irving,1849-01-01T00:00:00Z,English,,biography,N
"I, the Jury",Mickey Spillane,1947-01-01T00:00:00Z,English,Dutton,crime fiction,N
"Tom Swift In Captivity, or, A Daring Escape by Airship",Victor Appleton,1912-01-01T00:00:00Z,English,Grosset & Dunlap,adventure fiction,Y
Cards on the Table,Agatha Christie,1936-11-02T00:00:00Z,English,Collins Crime Club,detective fiction,N
Cradle,Arthur C. Clarke,1988-01-01T00:00:00Z,English,Victor Gollancz Ltd,science fiction,N
The Wonderful O,James Thurber,1957-01-01T00:00:00Z,English,Simon & Schuster,fantasy,N
Side Effects,Alison Bass,2008-01-01T00:00:00Z,English,Algonquin Books,non-fiction,N
The Interpreter,Suki Kim,2003-01-01T00:00:00Z,English,"Farrar, Straus and Giroux",mystery fiction,N
The Wilderness,James McHenry,1823-01-01T00:00:00Z,English,,historical fiction,N
Carrying the Fire: An Astronaut's Journeys,Michael Collins,1974-01-01T00:00:00Z,English,Rowman & Littlefield,autobiography,N
Runelight,Joanne Harris,2011-01-01T00:00:00Z,English,Doubleday,fantasy,N
The 4-Hour Body,Timothy Ferriss,2010-01-01T00:00:00Z,English,Crown Publishing Group,non-fiction,N
The Benedict option : a strategy for Christians in a post-Christian nation,Rod Dreher,2017-03-14T00:00:00Z,English,Sentinel,non-fiction,N
Family Guy: Peter Griffin's Guide to the Holidays,Danny Smith,2007-01-01T00:00:00Z,English,HarperCollins,humour,N
The Clue of the Screeching Owl,Franklin W. Dixon,1962-01-01T00:00:00Z,English,Grosset & Dunlap,detective fiction,Y
The Saint Abroad,Michael Pertwee,1969-01-01T00:00:00Z,English,The Crime Club,novella,Y
The Gathering Storm,Robert Jordan,2009-10-27T00:00:00Z,English,Orbit Books,"high fantasy, fantasy novel",Y
The Wind from Nowhere,J. G. Ballard,1961-01-01T00:00:00Z,English,Berkley Books,"apocalyptic novel, dystopia, science fiction",N
The Future of Freedom,Fareed Zakaria,2003-01-01T00:00:00Z,English,,non-fiction,N
Among the Chosen: the Life Story of Pat Giles,Lekkie Hopkins,2010-03-29T00:00:00Z,English,Fremantle Press,biography,N
Cradle,Gentry Lee,1988-01-01T00:00:00Z,English,Victor Gollancz Ltd,science fiction,N
Columbia & Britannia,Adam Chamberlain,2009-01-01T00:00:00Z,English,,alternate history literature,N
Spell of the Witch World,Andre Norton,1972-01-01T00:00:00Z,English,DAW Books,fantasy,Y
The Sorcerer's Apprentice,Christopher Bulis,1995-07-01T00:00:00Z,English,Virgin Books,science fiction,Y
More Sideways Arithmetic From Wayside School,Louis Sachar,1994-01-01T00:00:00Z,English,Scholastic Corporation,fiction,Y
Quest for the Well of Souls,Jack L. Chalker,1978-01-01T00:00:00Z,English,Del Rey Books,science fiction,N
The Great Unraveling,Paul Krugman,2003-08-17T00:00:00Z,English,W. W. Norton & Company,non-fiction,N
Old Witch Boneyleg,Ruth Manning-Sanders,1978-01-01T00:00:00Z,English,Angus & Robertson,fairy tale,N
The Witch Tree Symbol,Carolyn Keene,1955-01-01T00:00:00Z,English,Grosset & Dunlap,children's novel,Y
Breakheart Pass,Alistair MacLean,1974-01-01T00:00:00Z,English,Doubleday,"Western novel, historical fiction, thriller",N
Table-Talk,William Hazlitt,1821-04-06T00:00:00Z,English,,"list of anti-cultural, anti-national, and anti-ethnic terms, social criticism",N
Eldest,Christopher Paolini,2005-08-23T00:00:00Z,English,,fantasy,Y
Swarm,Bruce Sterling,1982-04-01T00:00:00Z,English,,science fiction,Y
The House of Balthus,David Brooks,1995-10-01T00:00:00Z,English,Allen & Unwin,horror fiction,N
Plenitude,William W. Mohler,1959-11-01T00:00:00Z,English,,science fiction,N
All Yesterdays: Unique and Speculative Views of Dinosaurs and Other Prehistoric Animals,John Conway,2012-01-01T00:00:00Z,English,,art book,N
Paul McCartney: Many Years from Now,Barry Miles,1997-01-01T00:00:00Z,English,Harvill Secker,biography,N
Glubbslyme,Jacqueline Wilson,1990-01-01T00:00:00Z,English,,fantasy,N
The Misfortunes of Mr. Teal,Leslie Charteris,1934-01-01T00:00:00Z,English,Hodder & Stoughton,mystery fiction,Y
Texas Fever,Donald Hamilton,1960-01-01T00:00:00Z,English,Fawcett Publications,Western novel,N
"The Sgelaighe; or, a tale of old",J.S. Anna Liddiard,1811-01-01T00:00:00Z,English,,"tale, poetry",N
Dragons of Light,Orson Scott Card,1980-01-01T00:00:00Z,English,Ace Books,fantasy,N
Once Upon a Time in Hollywood,Quentin Tarantino,2021-06-29T00:00:00Z,English,HarperCollins,"Hollywood novel, novelization",N
The Stone Pilot,Paul Stewart,2006-03-02T00:00:00Z,English,Doubleday,novella,N
The Midnight Charter,David Whitley,2009-01-01T00:00:00Z,English,Puffin Books,fantasy,N
Chicks in Chainmail,Esther Friesner,1995-01-01T00:00:00Z,English,Baen Books,fantasy,N
Wettermark,Lewis Elliott Chaze,1969-01-01T00:00:00Z,English,Charles Scribner's Sons,"noir fiction, mystery fiction, crime fiction",N
The Early History of Medicine in Philadelphia,George Washington Norris,1886-01-01T00:00:00Z,English,,non-fiction,N
